song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
En silence,Alain-François,,,,,,,,,,,,,
Buzz's Jig,The Elders,0.596,0.888,2,-6.119,1,0.0313,0.121,0.00183,0.148,0.822,130.027,229187,4
My Last Date (With You),Skeeter Davis,0.428,0.28,0,-8.952,1,0.0261,0.84,9.18e-05,0.141,0.429,98.241,153507,3
BLEEDS NO MORE (Live Version),Silverstein,,,,,,,,,,,,,
Mercury & Solace,BT,,,,,,,,,,,,,
Rewind,All Girl Summer Fun Band,,,,,,,,,,,,,
More Than I Can Take,Sugar Minott,0.779,0.509,7,-10.202,1,0.261,0.785,0.192,0.13,0.875,159.673,223213,4
Jump [Jacques Lu Cont Edit],Madonna,,,,,,,,,,,,,
Judgement,The Bug Featuring Ricky Ranking,,,,,,,,,,,,,
Blood On The Snow,Drexel,0.532,0.835,4,-9.442,0,0.0263,0.162,0.00485,0.134,0.571,137.338,226280,4
I'm Your Boogie Man,Cool Connection,,,,,,,,,,,,,
Nuits Orientales,Jack Miles,,,,,,,,,,,,,
The Kiss: Golden Coins,Philip Glass,,,,,,,,,,,,,
Gud Har Ein Plan Med Ditt Liv,Mons Leidvin Takle,0.43,0.269,0,-7.343,1,0.0296,0.951,0,0.333,0.36,79.533,211278,4
Everyone says i love you,The Marx Brothers,,,,,,,,,,,,,
Poezie De Strada / Street Poetry,Bug Mafia,,,,,,,,,,,,,
Junge Römer,Falco,,,,,,,,,,,,,
Dark Horse,Converge,0.0935,0.989,0,-3.154,1,0.158,4.05e-06,0.807,0.147,0.108,175.469,174747,5
Tastes So Good To Me,Cross Country,,,,,,,,,,,,,
Boxed In (Subzero),Hatebreed,,,,,,,,,,,,,
Jam 4 U,Redman,0.692,0.54,10,-7.524,0,0.264,0.00753,0.0107,0.356,0.661,94.546,185867,4
In A Village Square,JennyAnyKind,,,,,,,,,,,,,
Everybody Wants To Go To Heaven,Freddie Roulette,0.644,0.436,2,-11.036,1,0.0295,0.744,0.168,0.118,0.668,102.802,232867,3
Real Playaz,3 Way Funk,0.919,0.712,7,-5.984,1,0.252,0.178,0,0.131,0.724,94.998,210320,4
The Last Thing On My Mind (Previously Unissued),Noel Harrison,,,,,,,,,,,,,
Never Again,Kelly Clarkson,0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.224,0.472,145.907,217293,4
Ladder Of Success,Skeeter Davis,0.528,0.551,3,-6.328,1,0.0315,0.78,0,0.373,0.727,134.574,129573,4
Silence tells you all,Ino,,,,,,,,,,,,,
Superbird,Neil Sedaka,0.279,0.631,7,-9.957,1,0.0962,0.746,0.000205,0.101,0.546,165.402,252667,4
Congo,Edmundo Ros,0.526,0.782,5,-10.374,1,0.0346,0.0924,0.345,0.238,0.931,101.385,165745,4
No. 284,Kali,0.727,0.704,2,-11.35,1,0.0564,0.00144,0.811,0.0861,0.454,129.003,602027,4
Been Sick Lung,Eason Chan,,,,,,,,,,,,,
Play,Jennifer Lopez,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,211493,4
I Don't Want To Hear Any More,Eagles,,,,,,,,,,,,,
By My Spirit  (),Eden's Bridge,,,,,,,,,,,,,
A Means To An End [Live at Birmingham University] [2007 Re-mastered],Joy Division,,,,,,,,,,,,,
The Shaskeen / Gan Ainm,Cherish The Ladies,0.528,0.183,7,-13.342,1,0.0531,0.992,0.247,0.323,0.938,119.127,139187,4
Let It Be Me(with Betty Everrett),Jerry Butler,,,,,,,,,,,,,
Shooby (Live Version),Nicole C. Mullen,,,,,,,,,,,,,
Santeleco,Luiz Bonfa,,,,,,,,,,,,,
Que Vas A Hacer Conmigo,Los Auténticos Decadentes,,,,,,,,,,,,,
Anyday,Amil,,,,,,,,,,,,,
Apogee (ft. TechTonic),Paul Taylor,,,,,,,,,,,,,
Get Me To The Church On Time,Shelly Manne,,,,,,,,,,,,,
She cracked,Modern Lovers,,,,,,,,,,,,,
The Remembrance Ballad (Album Version),Atreyu,,,,,,,,,,,,,
Washboard Swing,Washboard Sam,0.837,0.408,0,-9.194,1,0.0371,0.956,0.0139,0.0962,0.894,95.098,184760,4
The Book of Disquiet,Hey Colossus,0.17,0.311,9,-10.238,0,0.0338,0.308,0.867,0.279,0.0632,72.472,420080,4
Moon River,The London Pops Orchestra,,,,,,,,,,,,,
Peyte Pivo Pennoe (present for A. Trofimov),Kruger,,,,,,,,,,,,,
The Earth Will Shake,Thrice,0.446,0.875,9,-4.676,0,0.0669,0.00857,0.0308,0.126,0.133,124.965,268187,4
Gravedom,Goatwhore,0.208,0.974,1,-8.097,1,0.136,9.88e-05,0.00438,0.0871,0.0395,113.806,206333,4
Intro,DJ Godfather,0.76,0.716,6,-10.624,0,0.652,0.283,0,0.199,0.884,122.8,54253,4
Magnificent Obsession,Fehlfarben,,,,,,,,,,,,,
Ghetto Child,Eric Burdon,0.472,0.432,3,-10.561,1,0.0854,0.746,1.28e-06,0.173,0.27,174.929,312627,3
Just Say Yes,Snow Patrol,0.535,0.883,9,-5.456,1,0.033,0.0214,1.17e-05,0.0276,0.253,108.02,281987,4
Un vestido y un amor (en vivo),Andres Calamaro,,,,,,,,,,,,,
Commercial Reign,Inspiral Carpets,0.506,0.902,9,-4.705,1,0.0458,0.000198,0.156,0.251,0.764,113.618,285093,4
Am I That Easy To Forget,Skeeter Davis,0.557,0.236,11,-10.209,1,0.0251,0.876,4.49e-06,0.27,0.519,80.725,126867,4
Some Love Like Yours,The Real Kids,0.463,0.907,4,-7.554,1,0.0651,0.987,0.925,0.966,0.487,123.647,256360,4
Who Do You Love,The Kings,0.491,0.255,4,-15.195,0,0.0277,0.685,0,0.19,0.354,101.175,191227,3
Teri Nau Ke Paune Teen,Daler Mehndi,0.729,0.975,0,-3.692,1,0.213,0.358,1.82e-05,0.487,0.764,146.941,245453,4
White Christmas,The Statler Brothers,0.362,0.178,0,-13.224,1,0.0275,0.717,0.000128,0.33,0.348,99.846,144240,4
Canyon,Vex'd,,,,,,,,,,,,,
Liu Zi Zhen Yan,Sammi Cheng,,,,,,,,,,,,,
Battle Hymn Of The Republic,Mannheim Steamroller,,,,,,,,,,,,,
Real World,Snowgoons,0.684,0.855,0,-5.372,1,0.034,0.000286,0.923,0.116,0.862,93.999,178133,4
Supertouch/shitfit (Bad Brains),Hatebreed,,,,,,,,,,,,,
Head Over Heels,Sylvia Tosun,,,,,,,,,,,,,
Day Old Blues,Kings Of Leon,,,,,,,,,,,,,
Son of Jack the Ripper,Screaming Lord Sutch,0.501,0.885,9,-8.053,0,0.0573,0.0619,0.000315,0.984,0.757,130.785,233760,4
Boo Hoo,KT Tunstall,0.664,0.531,7,-6.838,1,0.0278,0.487,0.000178,0.123,0.488,127.847,296867,4
Rock Me Baby - Live,Hound Dog Taylor and The Houserockers,,,,,,,,,,,,,
(Coming With) Loving on My Mind,Tony Mathews,0.636,0.307,1,-16.743,1,0.0393,0.73,6.83e-06,0.0307,0.619,70.024,282000,4
Para Que Recordar,La Billo_ Los Melódicos,,,,,,,,,,,,,
What's Love Got to Do With It,The Chap,,,,,,,,,,,,,
Take This Trail Trip Beside Me (The Best Of Janet Paschal),Janet Paschal,,,,,,,,,,,,,
(Et puis) Elle allait,La Bergère,0.432,0.259,7,-10.324,0,0.0311,0.821,4.53e-06,0.2,0.568,120.864,245507,4
Amigo mío,Memphis La Blusera,0.677,0.746,7,-5.706,1,0.0369,0.22,1.25e-05,0.124,0.699,131.997,221653,4
No Stopping Us [Eagles Ballroom Live Version],Jason Mraz,,,,,,,,,,,,,
Each Time I Think Of You,CoCo Lee,,,,,,,,,,,,,
Joe Sent Me,Vanessa Daou,0.548,0.324,10,-12.011,0,0.0929,0.0339,0.00296,0.0686,0.418,86.739,228707,5
Guard Your Grill (LP Version),Naughty By Nature,,,,,,,,,,,,,
Bad Boy Willie,Gene Simmons,,,,,,,,,,,,,
Freak Out,Erick Sermon,0.673,0.671,6,-8.305,1,0.329,0.0883,0.000132,0.616,0.666,88.796,187467,4
Photographs,James Newton Howard,0,0.0133,2,-37.658,0,0,0.975,0.814,0.0697,0,0,55200,0
Just A Pair Of Blue Eyes,Tex Williams,,,,,,,,,,,,,
Dancing Shoes,Arctic Monkeys,0.522,0.889,1,-4.137,1,0.0461,0.00328,0,0.345,0.852,144.499,141133,4
Paid Vacation,Circle Jerks,0.278,0.935,2,-3.739,1,0.0649,0.132,0.26,0.096,0.502,157.152,89000,4
No Me Llores Más,Sierra Maestra,0.643,0.404,2,-9.73,0,0.0468,0.517,0.00158,0.0438,0.747,117.246,318560,4
Amie,Lonestar,0.668,0.67,9,-8.14,1,0.0245,0.097,0.000202,0.0819,0.617,92.036,245707,4
Morgane regarde le ciel,SANSHIRO,0.471,0.338,2,-9.605,0,0.0383,0.715,0,0.108,0.648,146.305,273120,4
Don't Let Go,Kofi,,,,,,,,,,,,,
Dede De Montmartre,Albert Préjean,0.732,0.262,9,-15.872,1,0.17,0.983,1.8e-06,0.114,0.938,114.888,154677,4
Cover For Me,Freddie McGregor,0.826,0.598,7,-7.595,1,0.0506,0.0943,0,0.163,0.814,93.002,249173,4
Tonight It's Just Me,Amber Nicholson,0.542,0.481,8,-8.39,1,0.0243,0.242,1.16e-06,0.115,0.483,94.967,252526,4
Walkin' In The Snow,Hank Penny & Sue Thompson,,,,,,,,,,,,,
Soldiers Of Doomsday ,Winds Of Plague,,,,,,,,,,,,,
Folly Ranking,Johnny Osbourne,0.836,0.564,7,-13.832,1,0.0991,0.00972,0,0.0338,0.854,136.793,202040,4
Didn't You Notice,JennyAnyKind,,,,,,,,,,,,,
Co Co My My,Poncho Sanchez,,,,,,,,,,,,,
Praise His Name (Low Key-Studio Track w/o Background Vocals),Jeff And Sheri Easter,,,,,,,,,,,,,
Good Day,Britt Nicole,0.72,0.961,1,-3.052,1,0.185,0.0351,0,0.107,0.933,131.968,203987,4
Midnight Hour,Tyrone Taylor,0.857,0.334,3,-9.929,1,0.0344,0.098,0,0.0313,0.798,82.005,228507,4
The Man with the Dogs,Dead Kennedys,0.34,0.995,5,-3.421,1,0.154,0.458,0.000122,0.507,0.515,112.07,182107,4
Dark Inside,Al Duvall,0.879,0.406,9,-11.162,1,0.112,0.839,0,0.0357,0.973,117.989,169613,4
All Your Love,John Mayall & The Bluesbreakers,0.352,0.517,2,-9.222,0,0.0292,0.281,0.00234,0.29,0.836,107.613,216200,4
July,Al DiMeola,,,,,,,,,,,,,
Knuckle Up,Mykill Miers,0.631,0.782,4,-7.5,0,0.33,0.0182,0,0.694,0.483,79.203,252933,4
At The Atlantis,Bad Brains,0.337,0.928,3,-8.476,1,0.0915,4.85e-06,0.828,0.353,0.701,135.264,118000,4
10 $ Bill,Les Hurlements D'leo,0.423,0.656,4,-7.826,1,0.16,0.00779,0.0165,0.262,0.413,160.92,335827,4
Candilejas,Los Iracundos,0.559,0.326,9,-11.416,1,0.0275,0.715,0.00183,0.117,0.432,110.2,200440,4
If A Woman Answers,Leroy Van Dyke,,,,,,,,,,,,,
Get Together - Album Version,Randy Stonehill,,,,,,,,,,,,,
My Babe,Lightnin' Slim,0.742,0.475,11,-15.225,1,0.058,0.952,0.78,0.171,0.836,137.726,147400,4
ABC (The Alphabet Song),Dora The Explorer,0.794,0.16,2,-6.697,1,0.0521,0.839,0,0.176,0.802,107.881,30187,4
911-544,The Revolutionary Ensemble,,,,,,,,,,,,,
Where Are You,Abbott & Chambers,0.525,0.893,6,-5.202,0,0.0369,0.000135,0.242,0.0581,0.402,135.999,536288,4
Warm Embrace (LP Version),Twista & The Speedknot Mobstaz,,,,,,,,,,,,,
If You Build A Better Mousetrap,Peggy Lee,,,,,,,,,,,,,
Le poulet,Pierre Perret,0.667,0.399,0,-9.303,1,0.322,0.92,0,0.142,0.932,153.246,77430,3
See You On The Other Side,Ben Sidran,0.551,0.548,7,-9.256,1,0.0371,0.0838,0.066,0.112,0.41,79.511,278747,4
Over The Rainbow,David Arkenstone,,,,,,,,,,,,,
United Blood (Album Version),Agnostic Front,,,,,,,,,,,,,
All Mama Ever Wanted  (Album),Mark Lowry,,,,,,,,,,,,,
Daydreaming the Color of Blood,Soilent Green,0.317,0.949,2,-6.379,1,0.0896,8.22e-05,0.199,0.0605,0.461,122.455,180333,4
Killed By Love,Pursuit Of Happiness,,,,,,,,,,,,,
Don't Mess With Cupid (1972 demo),New York Dolls,,,,,,,,,,,,,
No Safe Place,Pursuit Of Happiness,,,,,,,,,,,,,
Ballo,Mathey,0.855,0.551,1,-9.591,0,0.0609,0.0202,7.79e-05,0.0556,0.703,108.046,263067,4
Boss-Eyed Whelk,Johnny Pearson,0.631,0.544,0,-10.249,1,0.117,0.376,0.421,0.0489,0.832,124.9,150227,4
Kablammin' It,Long Beach Dub Allstars,0.592,0.782,5,-3.674,1,0.0745,0.0124,0,0.097,0.642,139.1,278067,4
Sex (French Version),Elli Kokkinou,,,,,,,,,,,,,
Le rire du sergent,Bézu,0.765,0.905,11,-2.873,1,0.0653,0.124,0,0.151,0.915,123.05,187040,4
It's In The Book (Album Version),Shirley Caesar,,,,,,,,,,,,,
The Windsor Tap Recap,Cotton Candy,0.525,0.286,9,-9.966,0,0.0412,0.91,0.605,0.208,0.0377,108.842,149999,4
Poultry in the Parlour / Rolling the Ryegrass,Séamus Egan,,,,,,,,,,,,,
All My Life (LP Version),Venice,,,,,,,,,,,,,
Rock Me (Live In Boston_ 1970) (1st Show),The Doors,,,,,,,,,,,,,
De Mi Enamorate,Dyango,0.4,0.455,2,-8.097,1,0.0321,0.75,1.29e-06,0.326,0.465,197.549,245946,4
Beginner's Luck,Frank Chacksfield,,,,,,,,,,,,,
The Devils Crown,KRS-One,,,,,,,,,,,,,
Rock Star,Agnostic Front,0.38,0.967,0,-2.12,1,0.0428,0.0466,0,0.113,0.77,99.868,94680,4
Terminus,Photek,0.581,0.906,10,-7.805,0,0.0578,0.013,0.847,0.779,0.816,104.827,326867,4
Life In Line,The Last Days Of Jesus,,,,,,,,,,,,,
1st World Hypocrisy,Brainchoke,0.434,0.961,2,-2.997,1,0.112,0.000631,0.0389,0.21,0.192,127.371,91253,4
Lachen und weinen,2raumwohnung,0.862,0.621,1,-8.356,0,0.0563,0.0315,0.319,0.364,0.221,111.014,335133,4
"""""""Got To Keep On (12"""""""" Version)""""""",Cookie Crew,,,,,,,,,,,,,
Woman Blue,Alice Stuart,0.507,0.0616,0,-9.851,0,0.0423,0.936,5.08e-05,0.0962,0.243,120.248,305733,4
Surfriendo El Castigo,Michael Salgado,0.661,0.854,7,-6.159,1,0.0693,0.0521,9.19e-05,0.109,0.704,103.568,221640,4
Infantil (Dedicated to John McLaughlin),Gonzalo Rubalcaba,,,,,,,,,,,,,
It Feels So Good (Album Version),Twista,,,,,,,,,,,,,
The Never-Ending Why,Placebo,0.526,0.911,3,-5.738,1,0.0396,1.49e-05,0.00443,0.365,0.604,137.361,202573,4
Death Adventure,Pumpkin Buzzard,,,,,,,,,,,,,
Come With Me,Tania Maria,0.677,0.81,11,-7.937,0,0.0488,0.444,0.0828,0.0816,0.901,95.184,341840,4
Lost Tribe,Moving Ninja,0.788,0.714,1,-9.249,1,0.0975,0.00348,0.679,0.322,0.476,135.038,286999,4
Pretty Vacant,Sex Pistols,0.258,0.932,2,-5.194,1,0.0702,0.0467,8.09e-06,0.142,0.334,145.582,198160,4
Please Hammer Don't Hurt 'Em,Evergreen Terrace,0.319,0.861,4,-6.452,0,0.133,3.63e-05,0,0.271,0.388,166.593,144000,4
Ruta Del Coya,León Gieco,0.616,0.36,2,-9.684,1,0.0277,0.791,0.00015,0.0952,0.311,119.863,267507,3
Keep It Like It Is,Louisa Mark,0.777,0.227,3,-14.302,1,0.0629,0.108,0.119,0.0904,0.839,128.332,158227,4
Don't Want To,Lil' Romeo,,,,,,,,,,,,,
Heartbreaker,Ray Charles,0.789,0.513,6,-9.055,1,0.0457,0.824,3.63e-05,0.0862,0.882,76.753,174533,4
The Beginning (Giro E Giro Mix),Seal,,,,,,,,,,,,,
Sparrow (Remastered Album Version),Noel Harrison,,,,,,,,,,,,,
Sur L'autre rive,Annie Blanchard,,,,,,,,,,,,,
Dear Friend,Shunza,0.49,0.15,3,-14.976,0,0.0358,0.897,2.38e-06,0.126,0.143,71.439,193173,4
Barsanova Brown (Album Version),Eddie Cano,,,,,,,,,,,,,
Round and Round ( LP Version ),Prince & Tevin Campbell,,,,,,,,,,,,,
That's The Way It Is,Sun Yan-Zi,,,,,,,,,,,,,
Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,0.653,0.716,4,-7.443,1,0.367,0.748,0,0.062,0.877,124.51,163333,4
Te Ando Buscando,Los Muñequitos De Matanzas,0.531,0.494,1,-13.926,1,0.174,0.768,0.128,0.0709,0.855,150.912,300387,4
A una mamita,Carlos Embales - Cutumba,,,,,,,,,,,,,
Wind And Water,Michael Gettel,0.434,0.398,6,-14.006,0,0.0324,0.855,0.907,0.565,0.11,76.615,309027,4
The Universe is in the Oven,Cobra Killer,,,,,,,,,,,,,
Suar Agung,Megadrums,0.574,0.331,6,-17.44,1,0.137,0.807,0.905,0.107,0.222,138.902,314133,4
La Montanara,Maria & Margot Hellwig/Thomas Lehrberger,,,,,,,,,,,,,
Marie Marie,Wendo Kolosoy,0.661,0.569,10,-7.087,1,0.0322,0.794,6.58e-05,0.108,0.8,113.058,209787,4
The Roof Song,Mr Brown,0.421,0.635,11,-6.918,1,0.0284,0.000274,0.0974,0.212,0.377,159.716,266400,4
Lost,Roger Sanchez,0.703,0.743,0,-7.184,0,0.0351,0.0225,0.074,0.114,0.591,128.016,351907,4
Mississippi Boweavil Blues,Charley Patton,0.516,0.423,6,-10.196,1,0.0389,0.962,0.413,0.149,0.172,109.0,191053,4
In The Midnight Hour,Cross Country,,,,,,,,,,,,,
You Found Me,The Fray,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853,4
Eager (Live),Pete Philly & Perquisite,,,,,,,,,,,,,
Nothing But Sky [Outro] (Album Version),Jaci Velasquez,,,,,,,,,,,,,
Ride The Storm,Epitaph,0.537,0.444,4,-6.34,0,0.0287,0.674,0,0.155,0.296,83.946,336907,4
Someday My Luck Will Change,"""""""Clarence """"""""Gatemouth"""""""" Brown""""""",,,,,,,,,,,,,
Vos plaintes_ vos regrets_ augmentent mon supplice,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,,,,,,,,,,,,,
Ulan Bator Girls,Leningrad Cowboys,,,,,,,,,,,,,
Aneurysm,Nirvana,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,275600,4
So Do I,Arthur Tracy,0.21,0.17,0,-15.973,1,0.0422,0.982,0.919,0.0906,0.235,78.912,165627,3
Ma Zui,Candy Lo,,,,,,,,,,,,,
Interplanetary Party,Santana,0.751,0.852,9,-4.394,0,0.0391,0.227,0.0129,0.302,0.851,126.006,246733,4
Camino,Gipsy Kings,,,,,,,,,,,,,
Help Me Make It Through the Night,Charley Pride,0.499,0.225,0,-15.018,1,0.0264,0.835,0.00691,0.159,0.399,77.94,149160,4
Al Final,KALIMBA,,,,,,,,,,,,,
So In Love,Renee Rosnes,0.406,0.22,5,-19.764,0,0.0319,0.753,0.708,0.123,0.214,103.46,398093,4
I Luv Dat Too,D.O.W.N.,,,,,,,,,,,,,
Stir The Gift,Deitrick Haddon,0.569,0.69,7,-6.072,1,0.119,0.363,0,0.407,0.468,139.76,199067,3
The Beat Of My Heart,Eliane Elias,0.617,0.127,10,-22.434,0,0.0778,0.868,0.616,0.103,0.696,82.948,138333,4
Doesn't Get Much Better,Kyle Riabko,,,,,,,,,,,,,
Denise (Jeremy Carlstedt Funk Variation),Chico Hamilton,0.818,0.281,2,-8.588,0,0.104,0.432,0.0434,0.0705,0.561,88.966,277307,4
Bye Bye,Vilma Palma e Vampiros,0.634,0.84,6,-5.933,1,0.0351,0.00168,0.0237,0.207,0.393,97.998,349507,4
Dejaria Todo,Los Titanes,,,,,,,,,,,,,
Resilience,Pariah,0.719,0.551,6,-5.063,0,0.0638,0.000495,0.317,0.0894,0.676,85.026,502197,4
Trop De...,Ramses,,,,,,,,,,,,,
The Milky Way,Ron Goodwin,,,,,,,,,,,,,
Diamond In The Rough,Syl Johnson,,,,,,,,,,,,,
Ojú!!! (Nettlephonic Remix),Las Niñas,,,,,,,,,,,,,
Lefkes Selides,Anna Meliti,,,,,,,,,,,,,
Sample Track 18,Simon Harris,,,,,,,,,,,,,
Stereophonic Presentation - Process And Passion_ Pt. 4,Roger Reynolds,,,,,,,,,,,,,
FRL. Nicol,Der Plan,,,,,,,,,,,,,
Burbullas A Grella,Xose Manuel Budiño,,,,,,,,,,,,,
Fathom Five,Mira,0.579,0.309,7,-15.331,0,0.0277,0.537,0.776,0.099,0.131,101.816,278000,3
Clothes Of Sand,Solas,0.45,0.593,11,-9.006,0,0.046,0.641,0.00191,0.124,0.299,131.987,253347,3
Please Come Back To Me - Live,Albert King,,,,,,,,,,,,,
Eu E A Brisa (2000 Digital Remaster),Maysa,,,,,,,,,,,,,
Fuck You,Norther,0.259,0.989,6,-3.575,0,0.29,5.32e-05,0.555,0.334,0.132,200.024,122760,4
What Evil Lurks,The Prodigy,0.533,0.982,10,-8.965,0,0.0944,0.233,0.722,0.0756,0.45,133.054,265773,4
Nie Wieder (Toktok RMX),Pyranja,,,,,,,,,,,,,
Percutindo,Djalma Correa,,,,,,,,,,,,,
Mutations,Salt The Wound,0.305,0.947,1,-5.946,0,0.134,3.37e-05,0.0142,0.511,0.258,127.291,151427,5
The Bravest Kids (Acoustic),Rancid,,,,,,,,,,,,,
Immortal_ Invisible,Glad,,,,,,,,,,,,,
Magico,QBO,0.582,0.939,11,-4.624,0,0.0543,0.00096,0.000154,0.509,0.709,102.847,189947,4
Caught In A Dream (Album Version),Alice Cooper,,,,,,,,,,,,,
Banzai Washout,Way Out West,0.193,0.861,4,-5.525,1,0.101,0.000255,0.804,0.0893,0.466,181.975,155840,4
Quest for Oneness,Mikey Dread,0.808,0.754,5,-7.007,0,0.14,0.227,0.00201,0.0578,0.965,79.042,188760,4
Life Deprived,Old Man's Child,0.183,0.887,1,-5.99,1,0.058,2.99e-06,0.893,0.356,0.15,157.824,289347,4
Did We Not Choose Each Other,Sophie B. Hawkins,0.649,0.575,11,-8.839,1,0.0316,0.636,0,0.253,0.752,146.741,265067,4
It Feels Like Rain,Maria Muldaur,0.378,0.196,5,-17.109,0,0.0414,0.871,0.000342,0.138,0.125,174.992,412560,3
Mardi Gras Mambo (Cajun Mardi Gras Album Version),Jo-El Sonnier,,,,,,,,,,,,,
So So So,The Lord Henry,0.412,0.735,0,-11.663,1,0.0328,0.0557,0.466,0.124,0.546,96.054,267760,4
Genio Atrapado,Christina Aguilera,0.625,0.855,1,-5.157,1,0.113,0.345,1.35e-05,0.43,0.904,176.179,217427,4
Matti Ja Teppo,Jope Ruonansuu,0.728,0.694,4,-6.458,0,0.0359,0.0163,3.65e-06,0.0813,0.658,128.169,216787,4
Heavy Waist Line,Tyrone Taylor,0.836,0.511,11,-11.294,0,0.443,0.146,1.19e-05,0.158,0.79,76.95,161613,4
La vida (Jp Candela & Vlada Asanin club mix),Carlos Jimenez_ J Elvira_ Oliversam,,,,,,,,,,,,,
So Ist Das Nun Mal,Andreas Dorau,,,,,,,,,,,,,
Big Leg Woman Gets My Pay,Blind Boy Fuller,0.599,0.279,7,-14.459,1,0.117,0.975,6.08e-05,0.249,0.68,177.486,166253,4
Travelin' Blues,Roy Brown,0.375,0.474,4,-8.928,0,0.0764,0.923,0.0402,0.902,0.313,162.669,227373,3
Ain't No Right ( LP Version ),Jane's Addiction,,,,,,,,,,,,,
Het Spongebob Squarepants Lied,Spongebob Squarepants,,,,,,,,,,,,,
Andale,Los Traileros Del Norte,,,,,,,,,,,,,
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,,,,,,,,,,,,,
Bumbling Along,Nino Nardini,0.764,0.904,0,-9.329,1,0.0749,0.749,0.853,0.0883,0.401,133.099,33213,1
Brighten Your Night With My Day,James Taylor,0.589,0.171,2,-18.304,1,0.068,0.876,0.00878,0.2,0.45,80.49,246765,4
Happy To Meet & Sorry To Part,Séamus Ennis,,,,,,,,,,,,,
Pleas Made Against Stasis,AZ,0.282,0.28,0,-22.698,0,0.0605,0.979,0.911,0.189,0.137,78.637,106907,3
The Anniversary Waltz,The Fureys,,,,,,,,,,,,,
Take Me Down To LA,Lynette Schultz,0.532,0.848,9,-7.23,1,0.0571,0.434,0,0.126,0.865,154.021,250933,4
Florida By the Sea - The Cocoanuts,The Marx Brothers,,,,,,,,,,,,,
We Have All The Time In The World,Fun Lovin' Criminals,,,,,,,,,,,,,
Aceite,Pantanito,0.674,0.901,4,-7.55,0,0.0864,0.0516,0.704,0.377,0.496,112.882,51120,4
It Won't Rain Always,Janet Paschal/Charlotte Ritchie/David Phelps,,,,,,,,,,,,,
Mood Ring,Paul Thorn,0.641,0.409,7,-8.105,1,0.0279,0.258,0,0.1,0.491,80.176,236533,4
Absolute,The Fray,0.413,0.836,3,-5.593,1,0.0371,0.0316,0,0.293,0.503,140.515,227080,4
Domingo Valdovinos,Los Originales De San Juan,0.747,0.72,7,-6.894,1,0.226,0.267,0,0.253,0.762,112.796,181800,4
Amor De Juventud,Pedro Aznar,0.54,0.156,7,-15.575,1,0.0286,0.754,5.55e-06,0.112,0.0897,84.712,368347,4
Smpty spaces missing units,Pitch Black,,,,,,,,,,,,,
Winding Down Again,The Cannanes,0.405,0.396,7,-12.974,1,0.0289,0.313,0.669,0.105,0.491,160.752,188307,4
Bambenella d' 'o mercato,Gloriana,,,,,,,,,,,,,
I Like The Way,Tommy James And The Shondells,,,,,,,,,,,,,
Kill Me With Your Heart,Fastway,0.488,0.856,2,-8.473,0,0.0357,0.00424,0.00017,0.0648,0.695,133.213,300693,4
Da Shit,The Game,0.646,0.831,6,-2.219,0,0.13,0.000608,0,0.303,0.426,85.972,323107,4
What You Made Me (Ugli),Ghost Machine,,,,,,,,,,,,,
I Cant Fight This,Marco Demark feat. Peter Millwood,,,,,,,,,,,,,
Wameru  (LP Version),Shelly Manne,,,,,,,,,,,,,
We March To The Beat Of Indifferent Drum,NOFX,,,,,,,,,,,,,
Te extraño porque te extraño,Carlos Baute,0.553,0.883,1,-4.47,1,0.0342,0.0374,5.56e-05,0.273,0.549,105.038,210680,4
Momento De Amor,Pery Ribeiro,,,,,,,,,,,,,
I'll Be There For You (Alternate Mix),The Chinese,,,,,,,,,,,,,
Nobody To Blame,Deborah Coleman,0.564,0.797,9,-4.853,0,0.0285,0.0826,0.00212,0.715,0.379,140.449,230600,4
Almost Grown,Jesse Malin,0.569,0.851,11,-5.749,1,0.0381,0.0726,0,0.0611,0.925,137.854,184133,4
Bonnie Kate / Jennie's Chickens (medley),Kevin Burke,0.669,0.179,7,-14.905,0,0.0846,0.994,0.767,0.0745,0.922,111.844,186533,4
Orbit,Megadrums,0.328,0.138,11,-17.311,1,0.0452,0.878,0.775,0.13,0.0382,71.793,276040,4
Stratus (EP Version),Moments In Grace,0.3,0.912,8,-5.175,1,0.0808,0.00701,8.82e-05,0.128,0.259,123.055,254440,4
Intro,Erick Sermon,0.584,0.918,4,-5.554,0,0.395,0.255,0,0.105,0.966,164.037,31853,1
The Ocean (Live Version),Zebra,,,,,,,,,,,,,
The Only One I Trust,City High,0.542,0.495,2,-9.636,0,0.0479,0.373,2.88e-06,0.139,0.303,92.832,257107,3
The Three X's,Electric O & Ishkan,,,,,,,,,,,,,
